State,County,Geographic Area Name,Population 16 years and over,Population 16 years and over: Labor Force Participation Rate,Population 16 years and over: Employment/Population Ratio,Population 16 years and over: Unemployment rate
20,003,"Anderson County, Kansas",6072,60.1,57.9,3.3
20,005,"Atchison County, Kansas",12997,63.0,60.2,4.5
20,007,"Barber County, Kansas",3232,61.4,59.9,2.4
20,009,"Barton County, Kansas",20101,64.4,61.7,4.1
20,011,"Bourbon County, Kansas",11091,61.0,58.6,3.8
20,013,"Brown County, Kansas",7340,64.3,61.4,4.4
20,015,"Butler County, Kansas",52693,62.8,60.0,3.1
20,017,"Chase County, Kansas",2091,56.4,55.8,1.2
20,019,"Chautauqua County, Kansas",2669,52.6,49.6,5.6
20,021,"Cherokee County, Kansas",15418,57.9,56.5,2.3
20,023,"Cheyenne County, Kansas",2113,62.0,60.8,1.8
20,025,"Clark County, Kansas",1541,62.0,61.4,1.0
20,027,"Clay County, Kansas",6382,61.7,59.4,1.4
20,029,"Cloud County, Kansas",7147,61.0,58.2,4.7
20,031,"Coffey County, Kansas",6775,62.1,58.5,5.3
20,033,"Comanche County, Kansas",1460,62.5,60.1,3.8
20,035,"Cowley County, Kansas",27471,58.7,55.6,5.3
20,037,"Crawford County, Kansas",31438,64.7,62.1,3.9
20,039,"Decatur County, Kansas",2259,60.9,57.9,4.9
20,041,"Dickinson County, Kansas",14748,62.4,60.1,3.0
20,043,"Doniphan County, Kansas",6228,60.8,59.7,1.6
20,045,"Douglas County, Kansas",99980,70.4,66.8,4.8
20,047,"Edwards County, Kansas",2275,62.2,59.7,3.9
20,049,"Elk County, Kansas",1978,50.2,48.3,3.8
20,051,"Ellis County, Kansas",23473,73.7,71.2,3.3
20,053,"Ellsworth County, Kansas",5354,51.2,49.3,3.5
20,055,"Finney County, Kansas",28102,70.4,66.5,5.4
20,057,"Ford County, Kansas",25230,70.3,68.0,3.2
20,059,"Franklin County, Kansas",20706,65.1,63.3,2.6
20,061,"Geary County, Kansas",25750,72.1,51.4,4.5
20,063,"Gove County, Kansas",2107,63.6,61.6,3.3
20,065,"Graham County, Kansas",1986,62.8,59.0,6.1
20,067,"Grant County, Kansas",5277,72.2,68.5,3.6
20,069,"Gray County, Kansas",4299,69.8,68.3,2.1
20,071,"Greeley County, Kansas",977,72.9,72.8,0.1
20,073,"Greenwood County, Kansas",4903,59.7,58.1,2.6
20,075,"Hamilton County, Kansas",1832,64.1,64.1,0.0
20,077,"Harper County, Kansas",4275,53.5,50.7,5.3
20,079,"Harvey County, Kansas",26601,65.9,63.1,4.2
20,081,"Haskell County, Kansas",2837,66.2,63.8,3.5
20,083,"Hodgeman County, Kansas",1422,61.5,60.2,2.1
20,085,"Jackson County, Kansas",10394,63.0,61.7,2.1
20,087,"Jefferson County, Kansas",14854,64.4,62.1,3.5
20,089,"Jewell County, Kansas",2377,55.9,55.1,1.5
20,091,"Johnson County, Kansas",483252,71.9,69.4,3.2
20,093,"Kearny County, Kansas",2912,59.6,58.3,2.2
20,095,"Kingman County, Kansas",5944,62.5,59.6,4.7
20,097,"Kiowa County, Kansas",1957,66.1,63.7,3.6
20,099,"Labette County, Kansas",15748,59.8,58.3,2.4
20,101,"Lane County, Kansas",1252,64.1,63.9,0.4
20,103,"Leavenworth County, Kansas",64745,59.9,53.5,4.5
20,105,"Lincoln County, Kansas",2359,61.9,60.8,1.8
20,107,"Linn County, Kansas",7773,57.4,54.9,4.4
20,109,"Logan County, Kansas",2126,67.7,67.5,0.3
20,111,"Lyon County, Kansas",25818,68.2,65.9,2.7
20,113,"McPherson County, Kansas",24507,65.4,63.9,2.1
20,115,"Marion County, Kansas",9686,60.9,58.6,3.7
20,117,"Marshall County, Kansas",7814,65.4,63.4,2.8
20,119,"Meade County, Kansas",3097,65.9,65.1,1.2
20,121,"Miami County, Kansas",27286,64.7,62.7,2.8
20,123,"Mitchell County, Kansas",4648,58.6,58.2,0.7
20,125,"Montgomery County, Kansas",24990,57.7,54.8,4.7
20,127,"Morris County, Kansas",4341,62.2,60.4,2.1
20,129,"Morton County, Kansas",2060,59.2,57.3,3.3
20,131,"Nemaha County, Kansas",7763,67.2,66.0,1.7
20,133,"Neosho County, Kansas",12432,59.5,56.9,4.5
20,135,"Ness County, Kansas",2225,64.3,63.9,0.6
20,137,"Norton County, Kansas",4537,48.3,47.7,1.4
20,139,"Osage County, Kansas",12551,62.1,59.7,3.4
20,141,"Osborne County, Kansas",2829,65.9,64.8,1.7
20,143,"Ottawa County, Kansas",4614,65.3,63.0,3.3
20,145,"Pawnee County, Kansas",5500,51.6,50.3,1.6
20,147,"Phillips County, Kansas",4015,60.2,57.8,4.0
20,149,"Pottawatomie County, Kansas",18989,67.2,65.1,1.9
20,151,"Pratt County, Kansas",7225,61.5,59.3,3.6
20,153,"Rawlins County, Kansas",2029,66.9,66.2,1.0
20,155,"Reno County, Kansas",49794,61.6,59.0,4.2
20,157,"Republic County, Kansas",3738,59.3,59.0,0.6
20,159,"Rice County, Kansas",7521,60.5,58.3,3.6
20,161,"Riley County, Kansas",61820,70.7,56.9,5.1
20,163,"Rooks County, Kansas",4022,62.3,61.2,1.8
20,165,"Rush County, Kansas",2426,63.9,61.1,4.4
20,167,"Russell County, Kansas",5472,61.1,58.7,3.9
20,169,"Saline County, Kansas",43121,66.6,64.1,3.6
20,171,"Scott County, Kansas",4067,69.0,67.4,2.3
20,173,"Sedgwick County, Kansas",406318,66.1,61.8,5.3
20,175,"Seward County, Kansas",15730,70.0,68.1,2.7
20,177,"Shawnee County, Kansas",142158,62.4,59.6,4.2
20,179,"Sheridan County, Kansas",1892,72.6,72.3,0.4
20,181,"Sherman County, Kansas",4766,65.6,64.1,2.4
20,183,"Smith County, Kansas",2949,60.1,58.8,2.1
20,185,"Stafford County, Kansas",3191,64.0,61.8,3.5
20,187,"Stanton County, Kansas",1635,62.7,60.8,3.0
20,189,"Stevens County, Kansas",3919,62.7,61.5,1.9
20,191,"Sumner County, Kansas",17732,59.3,56.1,5.2
20,193,"Thomas County, Kansas",6218,67.2,66.8,0.6
20,195,"Trego County, Kansas",2316,62.5,60.7,2.6
20,197,"Wabaunsee County, Kansas",5530,61.6,59.6,3.0
20,199,"Wallace County, Kansas",1167,62.6,61.2,2.2
20,201,"Washington County, Kansas",4443,59.6,58.5,1.8
20,203,"Wichita County, Kansas",1642,58.6,57.3,2.3
20,205,"Wilson County, Kansas",6902,58.6,56.4,3.7
20,207,"Woodson County, Kansas",2582,54.9,51.5,6.2
20,209,"Wyandotte County, Kansas",127017,65.8,61.9,5.7
21,001,"Adair County, Kentucky",15548,53.9,50.3,6.6
21,003,"Allen County, Kentucky",16412,58.6,54.2,7.3
21,005,"Anderson County, Kentucky",19015,60.5,57.3,5.4
21,007,"Ballard County, Kentucky",6428,53.4,50.5,5.2
21,009,"Barren County, Kentucky",35457,55.5,52.7,4.9
21,011,"Bath County, Kentucky",9822,51.0,49.5,2.9
21,013,"Bell County, Kentucky",19663,40.9,36.9,10.0
21,015,"Boone County, Kentucky",104952,69.2,67.2,2.8
21,017,"Bourbon County, Kentucky",16156,59.6,56.3,5.5
21,019,"Boyd County, Kentucky",39136,52.5,48.9,6.9
21,021,"Boyle County, Kentucky",25160,54.1,50.5,6.2
21,023,"Bracken County, Kentucky",6676,59.2,55.5,6.2
21,025,"Breathitt County, Kentucky",11087,45.1,41.1,8.9
21,027,"Breckinridge County, Kentucky",16419,51.7,47.5,7.7
21,029,"Bullitt County, Kentucky",67433,64.0,60.9,4.6
21,031,"Butler County, Kentucky",9872,50.0,47.3,5.4
21,033,"Caldwell County, Kentucky",10105,56.4,53.8,4.7
21,035,"Calloway County, Kentucky",31421,58.1,55.3,4.7
21,037,"Campbell County, Kentucky",75986,65.1,62.7,3.8
21,039,"Carlisle County, Kentucky",3790,50.3,47.9,4.2
21,041,"Carroll County, Kentucky",8248,58.3,54.4,6.7
21,043,"Carter County, Kentucky",21493,45.4,42.7,6.0
21,045,"Casey County, Kentucky",12760,48.1,43.0,10.4
21,047,"Christian County, Kentucky",54414,59.9,44.2,7.6
21,049,"Clark County, Kentucky",29609,59.9,56.8,5.2
21,051,"Clay County, Kentucky",16532,41.7,37.5,10.0
21,053,"Clinton County, Kentucky",7561,52.5,49.5,5.6
21,055,"Crittenden County, Kentucky",7193,50.2,48.4,3.4
21,057,"Cumberland County, Kentucky",4784,51.3,49.4,3.8
21,059,"Daviess County, Kentucky",80378,61.6,59.1,4.1
21,061,"Edmonson County, Kentucky",10186,49.8,46.4,6.8
21,063,"Elliott County, Kentucky",6158,32.6,30.6,6.0
21,065,"Estill County, Kentucky",11436,46.1,42.1,8.7
21,067,"Fayette County, Kentucky",262506,67.9,64.6,5.0
21,069,"Fleming County, Kentucky",11908,55.5,50.8,8.4
21,071,"Floyd County, Kentucky",28704,42.1,39.2,6.8
21,073,"Franklin County, Kentucky",42012,61.9,58.9,4.8
21,075,"Fulton County, Kentucky",5273,44.6,41.6,5.6
21,077,"Gallatin County, Kentucky",6992,58.7,56.4,3.7
21,079,"Garrard County, Kentucky",13864,54.9,52.0,5.3
21,081,"Grant County, Kentucky",19311,60.6,57.9,4.5
21,083,"Graves County, Kentucky",28886,55.2,53.2,3.7
21,085,"Grayson County, Kentucky",20959,53.4,50.8,4.8
21,087,"Green County, Kentucky",9051,49.9,45.2,9.5
21,089,"Greenup County, Kentucky",29276,50.1,46.9,6.2
21,091,"Hancock County, Kentucky",7157,58.1,55.5,4.4
21,093,"Hardin County, Kentucky",86895,62.7,54.5,6.8
21,095,"Harlan County, Kentucky",21112,39.6,35.3,10.8
21,097,"Harrison County, Kentucky",15057,57.7,56.1,2.8
21,099,"Hart County, Kentucky",15109,54.1,52.2,3.5
21,101,"Henderson County, Kentucky",36000,56.7,54.5,3.8
21,103,"Henry County, Kentucky",12597,57.4,55.1,3.9
21,105,"Hickman County, Kentucky",3724,51.2,49.1,4.1
21,107,"Hopkins County, Kentucky",36204,54.2,50.0,7.7
21,109,"Jackson County, Kentucky",10456,44.0,41.3,6.0
21,111,"Jefferson County, Kentucky",627314,65.9,62.4,5.1
21,113,"Jessamine County, Kentucky",42056,62.2,59.4,4.5
21,115,"Johnson County, Kentucky",18162,44.6,42.2,5.3
21,117,"Kenton County, Kentucky",133999,69.3,66.2,4.4
21,119,"Knott County, Kentucky",11795,40.0,35.8,10.6
21,121,"Knox County, Kentucky",23722,42.7,38.9,8.9
21,123,"Larue County, Kentucky",11944,55.8,54.2,2.8
21,125,"Laurel County, Kentucky",49979,53.9,51.9,3.6
21,127,"Lawrence County, Kentucky",12710,38.1,36.1,5.2
21,129,"Lee County, Kentucky",6008,41.6,38.0,8.1
21,131,"Leslie County, Kentucky",8483,43.8,39.4,10.0
21,133,"Letcher County, Kentucky",17392,43.6,40.2,7.7
21,135,"Lewis County, Kentucky",10474,42.6,39.5,7.3
21,137,"Lincoln County, Kentucky",19172,55.1,51.5,6.6
21,139,"Livingston County, Kentucky",7432,55.0,51.6,6.1
21,141,"Logan County, Kentucky",21629,57.3,54.0,5.6
21,143,"Lyon County, Kentucky",7714,42.3,40.8,3.6
21,145,"McCracken County, Kentucky",54498,57.0,55.0,3.6
21,147,"McCreary County, Kentucky",13568,38.1,36.0,5.6
21,149,"McLean County, Kentucky",7330,55.3,51.6,6.7
21,151,"Madison County, Kentucky",75695,63.3,59.7,5.4
21,153,"Magoffin County, Kentucky",9300,36.8,32.1,12.8
21,155,"Marion County, Kentucky",15443,53.5,50.3,6.0
21,157,"Marshall County, Kentucky",26056,55.1,53.5,3.0
21,159,"Martin County, Kentucky",9438,34.7,32.1,6.4
21,161,"Mason County, Kentucky",13532,56.5,53.7,4.7
21,163,"Meade County, Kentucky",24139,60.8,55.4,4.2
21,165,"Menifee County, Kentucky",4891,43.0,41.0,4.7
21,167,"Mercer County, Kentucky",18313,57.6,54.8,4.5
21,169,"Metcalfe County, Kentucky",8199,55.6,53.0,4.8
21,171,"Monroe County, Kentucky",9035,57.7,54.6,5.4
21,173,"Montgomery County, Kentucky",22410,55.3,51.9,6.0
21,175,"Morgan County, Kentucky",11641,38.9,37.5,3.1
21,177,"Muhlenberg County, Kentucky",25111,52.5,49.9,4.9
21,179,"Nelson County, Kentucky",37129,62.5,60.5,2.9
21,181,"Nicholas County, Kentucky",6031,52.2,49.2,5.6
21,183,"Ohio County, Kentucky",18972,55.3,52.7,4.5
21,185,"Oldham County, Kentucky",52832,64.7,62.0,3.9
21,187,"Owen County, Kentucky",9084,57.1,54.5,4.6
21,189,"Owsley County, Kentucky",3439,37.2,31.9,14.2
21,191,"Pendleton County, Kentucky",11649,60.4,57.4,5.0
21,193,"Perry County, Kentucky",22377,48.8,45.2,7.5
21,195,"Pike County, Kentucky",47814,43.5,40.3,7.3
21,197,"Powell County, Kentucky",10169,51.1,47.5,7.1
21,199,"Pulaski County, Kentucky",52517,54.6,51.9,4.9
21,201,"Robertson County, Kentucky",1708,52.4,48.7,7.0
21,203,"Rockcastle County, Kentucky",13159,49.3,46.1,6.6
21,205,"Rowan County, Kentucky",20458,56.1,53.4,4.6
21,207,"Russell County, Kentucky",14388,54.9,51.5,6.1
21,209,"Scott County, Kentucky",44418,68.8,66.2,3.7
21,211,"Shelby County, Kentucky",38748,65.0,62.6,3.3
21,213,"Simpson County, Kentucky",15518,59.6,57.5,3.5
21,215,"Spencer County, Kentucky",15640,67.7,63.4,6.2
21,217,"Taylor County, Kentucky",20719,62.0,58.5,4.9
21,219,"Todd County, Kentucky",9432,56.0,53.5,4.3
21,221,"Trigg County, Kentucky",11426,52.8,50.3,4.0
21,223,"Trimble County, Kentucky",6901,57.4,52.6,8.4
21,225,"Union County, Kentucky",11241,52.5,50.6,3.7
21,227,"Warren County, Kentucky",107619,66.8,63.6,4.7
21,229,"Washington County, Kentucky",9663,60.6,59.2,2.3
21,231,"Wayne County, Kentucky",16132,45.1,42.8,5.2
21,233,"Webster County, Kentucky",10292,55.2,52.0,5.9
21,235,"Whitley County, Kentucky",28118,50.4,47.1,6.4
21,237,"Wolfe County, Kentucky",5284,36.6,28.9,20.3
21,239,"Woodford County, Kentucky",21636,65.1,62.9,2.5
22,001,"Acadia Parish, Louisiana",44623,55.7,50.8,8.8
22,003,"Allen Parish, Louisiana",18180,47.1,42.8,8.9
22,005,"Ascension Parish, Louisiana",96804,67.9,64.6,4.5
22,007,"Assumption Parish, Louisiana",17222,54.4,49.8,8.0
22,009,"Avoyelles Parish, Louisiana",31323,51.6,47.4,7.5
22,011,"Beauregard Parish, Louisiana",28370,56.9,51.2,8.1
22,013,"Bienville Parish, Louisiana",10429,45.8,43.2,5.6
22,015,"Bossier Parish, Louisiana",100682,61.2,53.6,5.6
22,017,"Caddo Parish, Louisiana",186963,56.9,51.7,8.6
22,019,"Calcasieu Parish, Louisiana",163354,59.7,56.3,5.6
22,021,"Caldwell Parish, Louisiana",7665,47.3,41.2,12.9
22,023,"Cameron Parish, Louisiana",4436,59.5,58.3,2.1
22,025,"Catahoula Parish, Louisiana",7183,43.6,40.8,6.5
22,027,"Claiborne Parish, Louisiana",11721,38.4,36.3,5.2
22,029,"Concordia Parish, Louisiana",14859,41.7,36.7,12.0
22,031,"De Soto Parish, Louisiana",21247,52.4,48.7,6.9
22,033,"East Baton Rouge Parish, Louisiana",364514,64.4,59.8,7.1
22,035,"East Carroll Parish, Louisiana",5933,33.6,28.5,15.1
22,037,"East Feliciana Parish, Louisiana",16566,42.5,40.1,5.5
22,039,"Evangeline Parish, Louisiana",25177,52.8,45.3,14.0
22,041,"Franklin Parish, Louisiana",15318,48.1,43.6,9.2
22,043,"Grant Parish, Louisiana",18152,44.9,43.0,4.0
22,045,"Iberia Parish, Louisiana",54011,58.0,54.3,6.3
22,047,"Iberville Parish, Louisiana",24716,54.0,49.5,7.5
22,049,"Jackson Parish, Louisiana",12177,42.6,40.5,4.9
22,051,"Jefferson Parish, Louisiana",350578,63.5,59.4,6.0
22,053,"Jefferson Davis Parish, Louisiana",24877,55.1,52.9,4.0
22,055,"Lafayette Parish, Louisiana",190947,65.2,61.6,5.2
22,057,"Lafourche Parish, Louisiana",77580,57.7,53.9,6.5
22,059,"LaSalle Parish, Louisiana",12048,55.8,53.2,4.6
22,061,"Lincoln Parish, Louisiana",39982,55.4,53.0,4.2
22,063,"Livingston Parish, Louisiana",111663,61.3,58.4,4.5
22,065,"Madison Parish, Louisiana",7684,40.9,38.5,5.8
22,067,"Morehouse Parish, Louisiana",20210,50.9,46.4,8.8
22,069,"Natchitoches Parish, Louisiana",29905,51.9,47.2,8.9
22,071,"Orleans Parish, Louisiana",313370,61.2,55.6,8.4
22,073,"Ouachita Parish, Louisiana",124769,58.8,54.8,6.5
22,075,"Plaquemines Parish, Louisiana",18233,65.0,58.0,4.4
22,077,"Pointe Coupee Parish, Louisiana",16753,53.0,49.0,7.4
22,079,"Rapides Parish, Louisiana",101429,58.6,54.8,5.7
22,081,"Red River Parish, Louisiana",6110,49.4,47.7,3.3
22,083,"Richland Parish, Louisiana",15832,51.3,47.8,6.8
22,085,"Sabine Parish, Louisiana",17693,44.7,41.3,7.5
22,087,"St. Bernard Parish, Louisiana",33947,60.5,55.5,8.0
22,089,"St. Charles Parish, Louisiana",41031,63.9,59.5,6.7
22,091,"St. Helena Parish, Louisiana",8870,55.8,43.8,21.5
22,093,"St. James Parish, Louisiana",16163,57.9,55.8,3.6
22,095,"St. John the Baptist Parish, Louisiana",33226,60.1,54.4,9.3
22,097,"St. Landry Parish, Louisiana",63217,52.4,48.6,6.9
22,099,"St. Martin Parish, Louisiana",40746,57.7,53.9,6.2
22,101,"St. Mary Parish, Louisiana",38619,53.4,50.1,5.9
22,103,"St. Tammany Parish, Louisiana",210851,62.5,58.6,5.2
22,105,"Tangipahoa Parish, Louisiana",105405,57.9,54.5,5.6
22,107,"Tensas Parish, Louisiana",3297,40.6,35.6,12.4
22,109,"Terrebonne Parish, Louisiana",84768,59.3,55.6,5.9
22,111,"Union Parish, Louisiana",17068,49.7,47.0,5.4
22,113,"Vermilion Parish, Louisiana",44487,55.6,51.8,6.2
22,115,"Vernon Parish, Louisiana",37314,59.8,42.6,6.1
22,117,"Washington Parish, Louisiana",36266,51.7,46.2,10.5
22,119,"Webster Parish, Louisiana",29490,46.7,44.1,5.3
22,121,"West Baton Rouge Parish, Louisiana",21676,63.0,57.9,7.6
22,123,"West Carroll Parish, Louisiana",7841,48.5,46.3,4.6
22,125,"West Feliciana Parish, Louisiana",13169,47.0,42.7,8.9
22,127,"Winn Parish, Louisiana",11156,45.3,43.5,4.0
23,001,"Androscoggin County, Maine",90668,65.0,61.8,4.8
23,003,"Aroostook County, Maine",56595,53.9,50.7,5.8
23,005,"Cumberland County, Maine",254892,68.1,65.7,3.2
23,007,"Franklin County, Maine",25351,57.8,55.2,4.4
23,009,"Hancock County, Maine",47833,61.2,58.5,3.9
23,011,"Kennebec County, Maine",103232,61.1,58.4,4.1
23,013,"Knox County, Maine",34809,58.1,55.8,3.8
23,015,"Lincoln County, Maine",30115,57.7,55.7,3.3
23,017,"Oxford County, Maine",49284,56.1,53.0,5.5
23,019,"Penobscot County, Maine",129147,60.0,57.2,4.3
23,021,"Piscataquis County, Maine",14467,52.1,49.4,4.9
23,023,"Sagadahoc County, Maine",31016,64.4,61.5,4.4
23,025,"Somerset County, Maine",42523,55.6,53.1,4.2
23,027,"Waldo County, Maine",33437,58.0,55.2,4.6
23,029,"Washington County, Maine",25987,52.9,49.0,7.0
23,031,"York County, Maine",178566,65.7,63.1,3.4
24,001,"Allegany County, Maryland",57489,49.6,46.2,6.8
24,003,"Anne Arundel County, Maryland",470581,69.0,63.7,4.2
24,005,"Baltimore County, Maryland",688433,66.0,62.4,5.2
24,009,"Calvert County, Maryland",74441,67.2,63.5,3.2
24,011,"Caroline County, Maryland",26411,63.6,60.7,4.6
24,013,"Carroll County, Maryland",140562,67.3,64.8,3.1
24,015,"Cecil County, Maryland",83618,63.2,60.0,4.9
24,017,"Charles County, Maryland",132209,68.8,64.0,4.9
24,019,"Dorchester County, Maryland",26687,59.5,56.2,5.5
24,021,"Frederick County, Maryland",217616,69.5,66.5,3.7
24,023,"Garrett County, Maryland",24411,58.3,55.5,4.6
24,025,"Harford County, Maryland",210066,67.7,64.7,3.7
24,027,"Howard County, Maryland",261898,70.1,66.6,3.8
24,029,"Kent County, Maryland",16670,58.1,55.7,3.3
24,031,"Montgomery County, Maryland",843577,70.3,66.5,4.8
24,033,"Prince George's County, Maryland",767992,70.3,65.2,6.7
24,035,"Queen Anne's County, Maryland",40905,66.6,64.0,3.6
24,037,"St. Mary's County, Maryland",89977,68.4,63.7,3.7
24,039,"Somerset County, Maryland",21073,49.3,45.8,7.0
24,041,"Talbot County, Maryland",31651,55.8,53.9,3.2
24,043,"Washington County, Maryland",124977,60.0,56.8,5.0
24,045,"Wicomico County, Maryland",83687,65.5,60.8,6.9
24,047,"Worcester County, Maryland",44856,59.0,54.9,6.5
24,510,"Baltimore city, Maryland",477510,62.1,57.7,6.9
25,001,"Barnstable County, Massachusetts",200688,59.7,56.8,4.5
25,003,"Berkshire County, Massachusetts",110329,61.4,58.1,5.3
25,005,"Bristol County, Massachusetts",472822,65.3,61.5,5.7
25,007,"Dukes County, Massachusetts",17379,64.9,60.3,7.0
25,009,"Essex County, Massachusetts",658229,67.7,64.1,5.3
25,011,"Franklin County, Massachusetts",60629,63.1,59.4,5.7
25,013,"Hampden County, Massachusetts",378198,60.2,56.3,6.2
25,015,"Hampshire County, Massachusetts",133851,61.4,58.1,5.3
25,017,"Middlesex County, Massachusetts",1343347,69.9,66.7,4.4
25,019,"Nantucket County, Massachusetts",11334,70.4,66.4,5.5
25,021,"Norfolk County, Massachusetts",592088,69.1,65.6,5.0
25,023,"Plymouth County, Massachusetts",432994,67.0,63.4,5.2
25,025,"Suffolk County, Massachusetts",670057,69.7,64.9,6.7
25,027,"Worcester County, Massachusetts",702842,66.6,62.8,5.6
26,001,"Alcona County, Michigan",9088,41.6,39.0,6.3
26,003,"Alger County, Michigan",7495,41.0,38.9,5.1
26,005,"Allegan County, Michigan",95266,62.0,59.9,3.4
26,007,"Alpena County, Michigan",24201,54.6,50.3,7.4
26,009,"Antrim County, Michigan",20122,55.8,53.2,4.6
26,011,"Arenac County, Michigan",12639,52.6,48.7,7.2
26,013,"Baraga County, Michigan",7027,44.8,42.6,4.9
26,015,"Barry County, Michigan",50554,60.4,57.2,5.3
26,017,"Bay County, Michigan",85924,59.1,56.2,4.8
26,019,"Benzie County, Michigan",15263,55.2,52.6,4.5
26,021,"Berrien County, Michigan",124573,61.1,57.1,6.6
26,023,"Branch County, Michigan",35615,56.8,54.0,4.9
26,025,"Calhoun County, Michigan",107217,59.7,55.5,6.8
26,027,"Cass County, Michigan",42486,59.3,56.3,5.0
26,029,"Charlevoix County, Michigan",22012,59.6,57.3,3.8
26,031,"Cheboygan County, Michigan",22202,50.6,46.8,7.2
26,033,"Chippewa County, Michigan",30863,55.5,50.9,7.7
26,035,"Clare County, Michigan",25588,47.6,43.1,9.3
26,037,"Clinton County, Michigan",64072,63.7,61.3,3.7
26,039,"Crawford County, Michigan",11191,50.5,47.2,6.1
26,041,"Delta County, Michigan",30770,51.7,49.1,5.2
26,043,"Dickinson County, Michigan",21514,57.4,55.2,3.8
26,045,"Eaton County, Michigan",89304,63.5,60.4,4.8
26,047,"Emmet County, Michigan",28668,62.3,59.6,3.8
26,049,"Genesee County, Michigan",325844,58.2,53.2,8.5
26,051,"Gladwin County, Michigan",21328,46.7,43.4,6.9
26,053,"Gogebic County, Michigan",12489,51.9,48.7,6.0
26,055,"Grand Traverse County, Michigan",78512,64.3,61.7,3.9
26,057,"Gratiot County, Michigan",34614,52.1,49.5,4.9
26,059,"Hillsdale County, Michigan",37133,56.9,54.3,4.4
26,061,"Houghton County, Michigan",30898,58.0,54.3,6.2
26,063,"Huron County, Michigan",26132,55.1,52.1,5.3
26,065,"Ingham County, Michigan",233674,64.6,60.4,6.4
26,067,"Ionia County, Michigan",54228,59.5,56.2,5.3
26,069,"Iosco County, Michigan",21630,46.9,43.2,7.4
26,071,"Iron County, Michigan",9841,48.0,45.8,4.6
26,073,"Isabella County, Michigan",55124,61.9,57.4,7.2
26,075,"Jackson County, Michigan",130716,56.7,53.0,6.3
26,077,"Kalamazoo County, Michigan",211472,66.6,62.2,6.4
26,079,"Kalkaska County, Michigan",14673,54.4,51.8,4.6
26,081,"Kent County, Michigan",518756,69.1,66.0,4.5
26,083,"Keweenaw County, Michigan",1825,45.8,43.6,4.7
26,085,"Lake County, Michigan",10649,41.0,38.0,7.5
26,087,"Lapeer County, Michigan",73050,59.2,56.1,5.3
26,089,"Leelanau County, Michigan",19403,51.8,50.1,3.2
26,091,"Lenawee County, Michigan",81200,57.5,54.2,5.6
26,093,"Livingston County, Michigan",159483,64.4,61.8,4.0
26,095,"Luce County, Michigan",4554,34.9,32.0,8.3
26,097,"Mackinac County, Michigan",9409,51.9,46.2,10.1
26,099,"Macomb County, Michigan",719240,64.0,60.2,5.7
26,101,"Manistee County, Michigan",21352,48.8,45.4,6.6
26,103,"Marquette County, Michigan",55811,59.2,55.7,5.6
26,105,"Mason County, Michigan",23954,54.5,51.8,4.8
26,107,"Mecosta County, Michigan",33231,53.5,50.6,5.5
26,109,"Menominee County, Michigan",19811,56.7,54.2,4.5
26,111,"Midland County, Michigan",68011,59.2,56.1,5.0
26,113,"Missaukee County, Michigan",12114,58.0,54.0,6.9
26,115,"Monroe County, Michigan",126258,59.7,56.3,5.7
26,117,"Montcalm County, Michigan",54250,55.5,53.0,4.2
26,119,"Montmorency County, Michigan",8033,42.2,39.6,6.2
26,121,"Muskegon County, Michigan",140901,59.2,54.7,7.5
26,123,"Newaygo County, Michigan",40420,56.0,53.3,4.7
26,125,"Oakland County, Michigan",1044318,66.4,63.2,4.8
26,127,"Oceana County, Michigan",21524,55.9,53.0,5.0
26,129,"Ogemaw County, Michigan",17629,47.1,43.7,7.1
26,131,"Ontonagon County, Michigan",5277,40.9,38.3,6.3
26,133,"Osceola County, Michigan",18516,52.9,48.7,7.7
26,135,"Oscoda County, Michigan",6845,44.5,40.4,8.9
26,137,"Otsego County, Michigan",20570,60.6,57.6,4.8
26,139,"Ottawa County, Michigan",235551,67.8,65.2,3.8
26,141,"Presque Isle County, Michigan",11286,44.8,41.9,6.4
26,143,"Roscommon County, Michigan",20581,41.9,39.5,5.7
26,145,"Saginaw County, Michigan",154339,56.6,52.8,6.6
26,147,"St. Clair County, Michigan",131970,60.2,56.0,6.7
26,149,"St. Joseph County, Michigan",47785,61.7,58.5,5.3
26,151,"Sanilac County, Michigan",33279,55.8,52.1,6.5
26,153,"Schoolcraft County, Michigan",6828,50.7,46.7,7.9
26,155,"Shiawassee County, Michigan",56013,59.6,57.0,4.1
26,157,"Tuscola County, Michigan",43770,55.7,52.3,6.1
26,159,"Van Buren County, Michigan",60246,60.0,57.1,4.7
26,161,"Washtenaw County, Michigan",311081,63.7,60.7,4.7
26,163,"Wayne County, Michigan",1408500,59.4,54.0,9.0
26,165,"Wexford County, Michigan",26842,56.1,52.4,6.3
27,001,"Aitkin County, Minnesota",13579,47.9,45.1,5.8
27,003,"Anoka County, Minnesota",288255,70.4,67.4,4.0
27,005,"Becker County, Minnesota",27816,62.4,59.7,4.3
27,007,"Beltrami County, Minnesota",36003,63.0,59.5,5.4
27,009,"Benton County, Minnesota",31834,73.3,70.4,3.7
27,011,"Big Stone County, Minnesota",4154,58.0,56.8,2.0
27,013,"Blue Earth County, Minnesota",56926,70.9,68.2,3.7
27,015,"Brown County, Minnesota",20910,66.3,64.5,2.7
27,017,"Carlton County, Minnesota",29322,60.0,57.0,4.7
27,019,"Carver County, Minnesota",82731,73.0,70.8,3.1
